Document_No,Dominant_Topic,Topic_Perc_Contrib,Keywords,Text
4396,10.0,0.3689,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",configuration network device plurality devices record change records audit management
4397,2.0,0.4736,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",resistor temperature side analog processor package input table voltage converter
4398,10.0,0.798,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",phase resource allocation offer entity vendor resources matter setup verification
4399,11.0,0.5378,"storage, computer, blocks, hash, apparatus, media, programs, values, ledger, requests",IoT values device measurement client devices plurality point cloud order
4400,9.0,0.9697,"node, nodes, message, consensus, group, messages, peer, transactions, operation, ledger",nodes shareholder voting node plurality result group shares consensus share
4401,0.0,0.3094,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",signatures document Structured instructions peer distribution Authentication metadata authenticity node
4402,4.0,0.4762,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",asset signature quantity identifier assets metadata contract key authenticity record
4403,0.0,0.5973,"key, authentication, identity, signature, verification, certificate, hash, encryption, identifier, message",signatures training version creation auditor verification intelligence custody learning Electronic
4404,1.0,0.5094,"content, file, document, media, hash, ID, ledger, metadata, software, container",base application device artifacts subapplication metadata tuples identity hash attributes
4405,4.0,0.572,"account, asset, payment, amount, exchange, transfer, assets, address, customer, currency",debt instruments subscribers subscriber conduct blocks purchases purchase contracts inspection
4406,2.0,0.3264,"vehicle, unit, power, sensor, energy, control, video, battery, devices, air",link status game message session operation games plurality key storage
4407,6.0,0.497,"entity, record, event, database, profile, item, records, ledger, response, trust",device event events blocks location devices nature submissions type manner
4408,10.0,0.7363,"access, resource, devices, ledger, security, platform, embodiments, transactions, management, invention",invention collaboration streams machines learning intelligence imagery analytics measurement devices
